id,model,variant,temperature,question,reference,prediction,latency,pred_len
1015,google/gemini-2.5-flash-lite,fewshot,0.0,Что вдохновило Байрона на сочинение Шильонского узника ?,История Шильонского замка,История Шильонского замка,0.409635066986084,25
40635,google/gemini-2.5-flash-lite,fewshot,0.0,К кому перешло лидерство в области реактивной пассажирской авиации,к Советскому Союзу с авиалайнером Ту-104,Советскому Союзу и США,0.4103531837463379,22
40076,google/gemini-2.5-flash-lite,fewshot,0.0,Что стало причиной упадка города?,море продолжило отступать,море отступило от города,0.598679780960083,24
47702,google/gemini-2.5-flash-lite,fewshot,0.0,Когда в Исландии введен запрет на получение иностранных пожертвований для политических партий?,В 1978 году.,1978,0.4433422088623047,4
48941,google/gemini-2.5-flash-lite,fewshot,0.0,Где Дилан навестил Боба?,В психлечебнице,в психлечебнице,0.38865208625793457,15
22331,google/gemini-2.5-flash-lite,fewshot,0.0,Какими были отношения Бунина и Ходасевича до переезда во Францию?,поверхностными,поверхностными,0.517535924911499,14
49,google/gemini-2.5-flash-lite,fewshot,0.0,Какую температуру пламени может достигать ацетилен при сгорании в кислороде?,3150 °C,3150 °C,0.5640642642974854,7
31677,google/gemini-2.5-flash-lite,fewshot,0.0,Чем оно дополняется?,Творческой самобытностью художника,творческой самобытностью художника,0.766348123550415,34
16005,google/gemini-2.5-flash-lite,fewshot,0.0,Как звучало первое письменное упоминание названия чешского языка на латинском языке?,lingua Sclavonica,lingua Sclavonica,0.5156235694885254,17
55523,google/gemini-2.5-flash-lite,fewshot,0.0,Что такое конвекция?,Перенос тепла теплопроводностью.,перенос тепла в самой материи,0.5340838432312012,29
11530,google/gemini-2.5-flash-lite,fewshot,0.0,Во сколько раз увеличился капитал в 1914 году?,в шесть раз,в шесть раз,0.39760828018188477,11
42356,google/gemini-2.5-flash-lite,fewshot,0.0,Кем представлены головоногие?,примитивными наутилоидами,"осьминогами, кальмарами, каракатицами и наутилусами",0.5230140686035156,51
33481,google/gemini-2.5-flash-lite,fewshot,0.0,Какую шерсть перерабптывают По аппаратной системе прядения,короткую шерсть,короткую шерсть,0.5167050361633301,15
29396,google/gemini-2.5-flash-lite,fewshot,0.0,Какова длина микровиллей?,2/3 длины жгутика,2/3 длины жгутика,0.3910086154937744,17
69135,google/gemini-2.5-flash-lite,fewshot,0.0,"Что, кроме объективной информации, позволяет передавать искусство?","эмоции, настроение, чувства","эмоции, настроение, чувства",0.3989243507385254,27
68109,google/gemini-2.5-flash-lite,fewshot,0.0,"Для чего Ивану Грозному нужна была крепость, сооруженная разборно-сборным способом?",в качестве опорной базы перед походом на Казань,опорная база перед походом на Казань,0.5108489990234375,36
3010,google/gemini-2.5-flash-lite,fewshot,0.0,Что нужно было сделать нацистскому правительству после упразднения профсоюзов?,облегчить рабочие условия и улучшить индустриальные отношения,облегчить рабочие условия и улучшить индустриальные отношения,0.5106470584869385,61
32818,google/gemini-2.5-flash-lite,fewshot,0.0,Что такое метромост?,"мост, по которому проходит линия метрополитена.","мост, по которому проходит линия метрополитена",0.4162271022796631,46
10831,google/gemini-2.5-flash-lite,fewshot,0.0,Где всё чаще требуется понимание функций мозга?,"в психологической теории и практике, особенно в области искусственного интеллекта, нейропсихологии, и когнитивной нейробиологии.",психологической теории и практике,0.4038732051849365,33
80738,google/gemini-2.5-flash-lite,fewshot,0.0,Какие народы оказали влияние на этногенез финикийцев?,индоевропейские народы моря,индоевропейские народы моря,0.48106908798217773,27
79771,google/gemini-2.5-flash-lite,fewshot,0.0,На сколько данный вид морозоустойчив?,выдерживает понижения температуры до −20 °С,−20 °С,0.5535702705383301,6
7669,google/gemini-2.5-flash-lite,fewshot,0.0,От чего не зависит или слабо зависит скорость накопления мутаций в данном гене?,от действия естественного отбора,естественного отбора,0.5149927139282227,20
65759,google/gemini-2.5-flash-lite,fewshot,0.0,Как часто одиночные осы-бембексы приносят своим личинкам по несколько убитых мух?,ежедневно,ежедневно,0.39653635025024414,9
8218,google/gemini-2.5-flash-lite,fewshot,0.0,Когда происходит устойчивое залегание снежного покрова в Гомеле?,с 20 декабря по 15 марта,с 20 декабря по 15 марта,0.5794112682342529,24
45169,google/gemini-2.5-flash-lite,fewshot,0.0,От пожеланий кого на практике зависит исполнение требований нормативов по оборудованию подземных метрополитенов,заказчика,заказчика,0.4415147304534912,9
50269,google/gemini-2.5-flash-lite,fewshot,0.0,"в какое время Федеральный резервный банк Бостона, в рамках Федеральной резервной системы, способствует ценовой стабильности и устойчивого экономического роста в Новой Англии и нации?",В настоящее время,В настоящее время,0.41487932205200195,17
82234,google/gemini-2.5-flash-lite,fewshot,0.0,Что помимо громадного научного и исторического значения имеет наследие Леонардо да Винчи?,художественную ценность,художественную ценность,0.5056588649749756,23
3717,google/gemini-2.5-flash-lite,fewshot,0.0,Кто выступает в поддержку фискальной политики?,представители кейнсианской мысли,кейнсианцы,0.504187822341919,10
35675,google/gemini-2.5-flash-lite,fewshot,0.0,"Какой окончательный итог подводят следователи, если видят противоположное направление в положении тела и веревки?",имело место убийство,убийство,0.5387709140777588,8
23933,google/gemini-2.5-flash-lite,fewshot,0.0,Сколько лет назад вымерли животные из ряда характерных для плейстоценовой фауны родов?,10—12 тыс. лет назад,10—12 тыс лет назад,0.5008158683776855,19
