id,model,variant,temperature,question,reference,prediction,latency,pred_len,em,f1,bleu,sem
36561,openai/gpt-4.1-nano,short,0.0,В каком году было подписано соглашение между MasterCard International и европейской системой Eurocard?,В 1968 г.,Соглашение между MasterCard International и европейской системой Eurocard было подписано в 1968 году.,0.8194313049316406,101,0,0.15384615384615385,3.377156414337854,0.42976433
58300,openai/gpt-4.1-nano,short,0.0,При какое температуре происходит возбуждение вращательных уровней молекулы CO?,в несколько десятков кельвин,Вращательные уровни молекулы CO возбуждаются при температурах в несколько десятков кельвин.,0.7165000438690186,91,0,0.4615384615384615,21.200626759025184,0.21157587
16443,openai/gpt-4.1-nano,short,0.0,С помощью чего могут быть изменены вариации ВМП?,При помощи спутниковой альтиметрии.,"Вариации ВМП могут быть изменены за счёт сезонных изменений в распределении тепла и ветрового воздействия, которые влияют на циркуляцию океана.",0.7150671482086182,143,0,0.0,1.727223799216787,0.16324382
49387,openai/gpt-4.1-nano,short,0.0,Какие есть виды смешанного состава облаков,"кучево-дождевые, слоисто-дождевые, высоко-слоистые","Виды облаков с смешанным составом включают кучево-дождевые, слоисто-дождевые и высоко-слоистые облака.",1.1297433376312256,102,0,0.6666666666666666,12.35622127262679,0.45156637
47221,openai/gpt-4.1-nano,short,0.0,Что такое донорство крови и ее компонентов?,добровольная сдача крови,"Донорство крови и её компонентов — это добровольная сдача крови и (или) её компонентов донорами, а также мероприятия, направленные на организацию и обеспечение безопасности заготовки крови и её компонентов.",0.7868547439575195,206,0,0.25,4.05185766962521,0.79136896
79474,openai/gpt-4.1-nano,short,0.0,Как у других особей могут быть распределены побелевшие участки?,Несимметрично.,У других особей побелевшие участки могут быть распределены по крылу несимметрично.,0.9516339302062988,82,0,0.16666666666666669,3.3864985683445354,0.5682102
83826,openai/gpt-4.1-nano,short,0.0,ктоо завоевал Пиренейский полуостров?,римлянами,Пиренейский полуостров был завоёван римлянами.,0.9612157344818115,46,0,0.33333333333333337,8.116697886877475,0.681226
34127,openai/gpt-4.1-nano,short,0.0,Когда возрастают агентские издержки?,При переходе к понижающей фазе деловой активности,Агентские издержки возрастают при переходе к понижающей фазе деловой активности.,0.7515943050384521,80,0,0.8235294117647058,46.17366309441026,0.57340384
28839,openai/gpt-4.1-nano,short,0.0,Чего требуют от культуристов высокие темпы восстановления и роста мышц?,соблюдения специализированной диеты,"От культуристов требуют соблюдения специализированной диеты, которая обеспечивает больше калорий, белка и энергии, необходимых для восстановления и роста мышц.",1.8635168075561523,159,0,0.3,6.12957497932821,0.6646916
41551,openai/gpt-4.1-nano,short,0.0,В чем могут наблюдаться точно такие же феномены?,В свободном программном обеспечении,Точно такие же феномены могут наблюдаться в свободном программном обеспечении.,1.0410470962524414,78,0,0.5,13.950796967929131,0.68815035
23146,openai/gpt-4.1-nano,short,0.0,От чего зависело время нахождения под водой подводной лодки?,от заряда батарей и запаса кислорода,Время нахождения под водой подводной лодки зависело от заряда батарей и запаса кислорода.,0.7494955062866211,89,0,0.5882352941176471,34.98761149110957,0.6939412
61553,openai/gpt-4.1-nano,short,0.0,Какое название получила группа диффеоморфизмов?,имя групп Ли,Группа диффеоморфизмов получила название групп Ли.,0.746431827545166,50,0,0.4444444444444444,13.134549472120794,0.6366309
12830,openai/gpt-4.1-nano,short,0.0,Какая система в 1920 году после установления советской власти в Азербайджане была значительно перестроена?,финансово-кредитная система,Финансово-кредитная система.,0.6486730575561523,28,1,1.0,27.516060407455225,0.9780133
7518,openai/gpt-4.1-nano,short,0.0,С чем взаимосвязано распространение гена светлой кожи SLC24A5 по Центральной и Южной Европе?,миграцией неолитических земледельцев с Ближнего Востока,Распространение гена светлой кожи SLC24A5 по Центральной и Южной Европе связано с миграцией неолитических земледельцев с Ближнего Востока.,1.017822027206421,138,0,0.5,24.941747177008256,0.59761167
59283,openai/gpt-4.1-nano,short,0.0,Что может быть местом совершения сделок спот?,Межбанковский валютный рынок,"Местом совершения сделок спот могут быть межбанковский валютный рынок, фондовые и иные биржи, а также внебиржевые рынки (товарный, фондовый и валютный).",0.8227114677429199,152,0,0.2857142857142857,2.775638555723182,0.7517716
24823,openai/gpt-4.1-nano,short,0.0,Какая марка автомобилей производится с использованием большого количества труда и только некоторых станков общего назначения?,Лотус,Лотус.,0.7431337833404541,6,1,1.0,49.99999999999999,0.96671784
51886,openai/gpt-4.1-nano,short,0.0,Какой формат экрана используется в телевидении высокой чёткости?,16:9,"В телевидении высокой чёткости (ТВЧ, HDTV) используется широкоформатный формат 16:9 с разрешениями 1920×1080 и 1280×720.",0.7647731304168701,120,0,0.2666666666666667,6.7602298845717375,0.1991395
1015,openai/gpt-4.1-nano,short,0.0,Что вдохновило Байрона на сочинение Шильонского узника ?,История Шильонского замка,История Шильонского замка вдохновила Байрона на сочинение Шильонского узника.,1.464111089706421,77,0,0.5454545454545454,15.619699684601283,0.6663156
40635,openai/gpt-4.1-nano,short,0.0,К кому перешло лидерство в области реактивной пассажирской авиации,к Советскому Союзу с авиалайнером Ту-104,Лидерство в области реактивной пассажирской авиации перешло к Советскому Союзу с авиалайнером Ту-104 и к США с Boeing 707.,0.8225677013397217,122,0,0.5454545454545454,23.588448106534212,0.7822753
40076,openai/gpt-4.1-nano,short,0.0,Что стало причиной упадка города?,море продолжило отступать,Причиной упадка города стало отступление моря от его территории.,0.8098218441009521,64,0,0.0,0.0,0.56779397
47702,openai/gpt-4.1-nano,short,0.0,Когда в Исландии введен запрет на получение иностранных пожертвований для политических партий?,В 1978 году.,Запрет на получение иностранных пожертвований для политических партий в Исландии был введен в 1978 году.,1.0499415397644043,104,0,0.2857142857142857,9.103526405546068,0.33872688
48941,openai/gpt-4.1-nano,short,0.0,Где Дилан навестил Боба?,В психлечебнице,Дилан навестил Боба в психлечебнице.,1.61714506149292,36,0,0.4,8.116697886877475,0.47005814
22331,openai/gpt-4.1-nano,short,0.0,Какими были отношения Бунина и Ходасевича до переезда во Францию?,поверхностными,До переезда во Францию их отношения были поверхностными.,0.9197342395782471,56,0,0.25,4.767707020457095,0.078213714
49,openai/gpt-4.1-nano,short,0.0,Какую температуру пламени может достигать ацетилен при сгорании в кислороде?,3150 °C,При сгорании ацетилена в кислороде температура пламени достигает 3150 °C.,1.1241340637207031,73,0,0.3636363636363636,7.495553473355842,0.69976306
31677,openai/gpt-4.1-nano,short,0.0,Чем оно дополняется?,Творческой самобытностью художника,Оно дополняется творческой самобытностью художника.,0.8247804641723633,51,0,0.7499999999999999,16.233395773754946,0.9462409
16005,openai/gpt-4.1-nano,short,0.0,Как звучало первое письменное упоминание названия чешского языка на латинском языке?,lingua Sclavonica,Первое письменное упоминание названия чешского языка на латинском языке звучало как lingua Sclavonica.,0.9255368709564209,102,0,0.2857142857142857,5.67967744513558,0.40206507
55523,openai/gpt-4.1-nano,short,0.0,Что такое конвекция?,Перенос тепла теплопроводностью.,"Конвекция — это перенос тепла внутри материи за счет движения самой материи, когда нагретые частицы поднимаются вверх, а холодные опускаются вниз, создавая конвекционные токи.",1.0746564865112305,175,0,0.16666666666666666,1.5880117714047368,0.70214933
11530,openai/gpt-4.1-nano,short,0.0,Во сколько раз увеличился капитал в 1914 году?,в шесть раз,Капитал увеличился в шесть раз с момента основания.,2.500555992126465,51,0,0.5,17.747405280050266,0.33063582
42356,openai/gpt-4.1-nano,short,0.0,Кем представлены головоногие?,примитивными наутилоидами,"Головоногие представлены современными видами, такими как кальмары, каракатицы и осьминоги.",0.8288533687591553,90,0,0.0,0.0,0.038047053
33481,openai/gpt-4.1-nano,short,0.0,Какую шерсть перерабптывают По аппаратной системе прядения,короткую шерсть,"По аппаратной системе прядения перерабатывают короткую шерсть (тонкую и грубую), получая толстую, рыхлую, малопрочную пряжу.",0.9863603115081787,124,0,0.25,3.6321698830878617,0.61210364
29396,openai/gpt-4.1-nano,short,0.0,Какова длина микровиллей?,2/3 длины жгутика,Длина микровиллей составляет 2/3 длины жгутика хоаноцита.,0.9205019474029541,57,0,0.6666666666666666,39.281465090051306,0.75577456
69135,openai/gpt-4.1-nano,short,0.0,"Что, кроме объективной информации, позволяет передавать искусство?","эмоции, настроение, чувства","Искусство позволяет передавать не только объективную информацию, но и эмоции, настроение, чувства.",0.7466046810150146,98,0,0.4615384615384615,22.894156860669913,0.62541497
68109,openai/gpt-4.1-nano,short,0.0,"Для чего Ивану Грозному нужна была крепость, сооруженная разборно-сборным способом?",в качестве опорной базы перед походом на Казань,"Ивану Грозному нужна была разборно-сборная крепость для быстрого и эффективного перемещения и развертывания укреплений в стратегически важных районах, таких как Свияжск, который он выбрал в качестве опорной базы перед походом на Казань. Такой подход позволял быстро строить, разбирать и транспортировать крепость на значительные расстояния, что было важно для оперативных военных действий.",1.555694341659546,389,0,0.23529411764705882,11.537786210468568,0.65776706
3010,openai/gpt-4.1-nano,short,0.0,Что нужно было сделать нацистскому правительству после упразднения профсоюзов?,облегчить рабочие условия и улучшить индустриальные отношения,"После упразднения профсоюзов нацистское правительство было вынуждено облегчить рабочие условия и улучшить индустриальные отношения, в том числе установить доверенных лиц предприятий, назначать минимальные зарплаты и создавать Советы доверия в бизнесах и компаниях с более чем 20 рабочими.",1.0270633697509766,288,0,0.3243243243243243,13.98918268773484,0.56942344
32818,openai/gpt-4.1-nano,short,0.0,Что такое метромост?,"мост, по которому проходит линия метрополитена.","Метромост — это мост, по которому проходит линия метрополитена.",0.5792686939239502,63,0,0.923076923076923,67.86502681586727,0.9447633
10831,openai/gpt-4.1-nano,short,0.0,Где всё чаще требуется понимание функций мозга?,"в психологической теории и практике, особенно в области искусственного интеллекта, нейропсихологии, и когнитивной нейробиологии.","В области искусственного интеллекта, нейропсихологии и когнитивной нейробиологии.",0.8332009315490723,81,0,0.7499999999999999,29.567508647076906,0.93259764
80738,openai/gpt-4.1-nano,short,0.0,Какие народы оказали влияние на этногенез финикийцев?,индоевропейские народы моря,"На этногенез финикийцев оказали влияние индоевропейские народы моря, обучившие их искусству мореходства, а также аборигены и пришлые семиты.",0.9201767444610596,140,0,0.33333333333333337,6.7602298845717375,0.6956978
79771,openai/gpt-4.1-nano,short,0.0,На сколько данный вид морозоустойчив?,выдерживает понижения температуры до −20 °С,"Данный вид Rosa setigera выдерживает понижения температуры до −20 °С, то есть обладает морозоустойчивостью до этого уровня.",0.7568912506103516,123,0,0.5454545454545454,24.941747177008256,0.76816154
7669,openai/gpt-4.1-nano,short,0.0,От чего не зависит или слабо зависит скорость накопления мутаций в данном гене?,от действия естественного отбора,Скорость накопления мутаций в данном гене не зависит или слабо зависит от действия естественного отбора.,0.8809623718261719,104,0,0.4444444444444445,15.310245441182436,0.5265765
65759,openai/gpt-4.1-nano,short,0.0,Как часто одиночные осы-бембексы приносят своим личинкам по несколько убитых мух?,ежедневно,Одиночные осы-бембексы приносят своим личинкам по несколько убитых мух ежедневно.,0.7135806083679199,81,0,0.16666666666666669,3.7477767366779213,0.23363325
8218,openai/gpt-4.1-nano,short,0.0,Когда происходит устойчивое залегание снежного покрова в Гомеле?,с 20 декабря по 15 марта,Устойчивое залегание снежного покрова в Гомеле происходит с 20 декабря по 15 марта.,0.7169950008392334,83,0,0.625,34.98761149110957,0.6558833
45169,openai/gpt-4.1-nano,short,0.0,От пожеланий кого на практике зависит исполнение требований нормативов по оборудованию подземных метрополитенов,заказчика,От пожеланий заказчика.,0.6597747802734375,23,0,0.5,15.97357760615681,0.8180324
50269,openai/gpt-4.1-nano,short,0.0,"в какое время Федеральный резервный банк Бостона, в рамках Федеральной резервной системы, способствует ценовой стабильности и устойчивого экономического роста в Новой Англии и нации?",В настоящее время,Федеральный резервный банк Бостона способствует ценовой стабильности и устойчивому экономическому росту в настоящее время.,1.1474933624267578,122,0,0.2857142857142857,5.255923420816887,0.13426845
82234,openai/gpt-4.1-nano,short,0.0,Что помимо громадного научного и исторического значения имеет наследие Леонардо да Винчи?,художественную ценность,"Наследие Леонардо да Винчи имеет также художественную ценность благодаря сжатому, энергичному слогу и необычайно чистому языку.",0.8566083908081055,127,0,0.23529411764705882,4.295382417831811,0.44999063
3717,openai/gpt-4.1-nano,short,0.0,Кто выступает в поддержку фискальной политики?,представители кейнсианской мысли,"В поддержку фискальной политики выступают кейнсианцы, поскольку они считают, что фискальная политика намного эффективнее монетарной.",0.7173409461975098,132,0,0.0,0.0,0.6532777
35675,openai/gpt-4.1-nano,short,0.0,"Какой окончательный итог подводят следователи, если видят противоположное направление в положении тела и веревки?",имело место убийство,"Если следователи видят противоположное направление в положении тела и веревки, это может указывать на то, что натяжение веревки происходило в направлении, обратном тяжести тела, что заставляет сделать вывод о наличии убийства.",1.328380823135376,226,0,0.0,0.0,0.42622194
23933,openai/gpt-4.1-nano,short,0.0,Сколько лет назад вымерли животные из ряда характерных для плейстоценовой фауны родов?,10—12 тыс. лет назад,Животные из ряда характерных для плейстоценовой фауны родов вымерли примерно 10—12 тысяч лет назад.,2.1567928791046143,99,0,0.4,6.250381527944883,0.687068
69207,openai/gpt-4.1-nano,detailed,0.0,Какое право существовало у лордов,отвергать билль,отвергать,1.715691089630127,9,0,0.6666666666666666,36.78794411714425,0.7906103
23039,openai/gpt-4.1-nano,detailed,0.0,Чему неуклонно следуют банки?,Требованиям обязательного резервирования.,требованиям,1.7429583072662354,11,0,0.5,0.0,0.63012505
77659,openai/gpt-4.1-nano,detailed,0.0,Сколько тысяч лет назад началась эпоха экстремальных затоплений?,16 тыс. л. н,16,0.7775933742523193,2,0,0.4,0.673794699908547,0.6099268
4889,openai/gpt-4.1-nano,detailed,0.0,Какой феномен создан людьми для достижения его в максимально отдаленном будущем?,Феномена последнего человека на земле .,последний человек на земле,0.5529994964599609,26,0,0.28571428571428575,19.37692912686648,0.87198126
18286,openai/gpt-4.1-nano,detailed,0.0,"Что как и автобус, движется по автомобильной дороге с твёрдым покрытием?",Троллейбус,Троллейбус,1.1253938674926758,10,1,1.0,100.00000000000004,0.9999999
21733,openai/gpt-4.1-nano,detailed,0.0,Как расположены островные платформы на станциях с остановкой экспресса?,между путями одного направления,между путями одного направления,1.798858642578125,31,1,1.0,100.00000000000004,1.0000002
13047,openai/gpt-4.1-nano,detailed,0.0,Какой аспект вызывает большое количество споров между религиозными и научными взглядами?,аспект эволюционной биологии,происхождение человека,1.0374422073364258,22,0,0.0,0.0,0.5452307
39949,openai/gpt-4.1-nano,detailed,0.0,Кто в 1974 году записал рок-альбом Benzaiten?,Osamu Kitajima,Osamu Kitajima,0.9376633167266846,14,1,1.0,100.00000000000004,1.0
19528,openai/gpt-4.1-nano,detailed,0.0,Какие системы стали крупными вехами в области систематики?,системы Симпсона,Системы Симпсона и Маккенны,1.742607355117798,27,0,0.8,15.97357760615681,0.89053696
59486,openai/gpt-4.1-nano,detailed,0.0,Каким сообщением шел поезд №12?,Смоленск — Раненбург,Смоленск — Раненбург,0.822772741317749,20,1,1.0,100.00000000000004,1.0000004
36533,openai/gpt-4.1-nano,detailed,0.0,Чего не имеет большинство прокариотических клеток?,внутренних мембран,внутренних мембран,0.8876378536224365,18,1,1.0,100.00000000000004,1.0
2041,openai/gpt-4.1-nano,detailed,0.0,"Какая промышленность отдаёт предпочтение тутовому, или шелковичному, шелкопряду?",Текстильная,Текстильная,1.5049777030944824,11,1,1.0,100.00000000000004,1.0000002
44742,openai/gpt-4.1-nano,detailed,0.0,Что делают археоциты и хоаноциты?,переваривают пищу в пищеварительных вакуолях,переваривают пищу,0.9537737369537354,17,0,0.6666666666666666,22.31301601484299,0.8388368
59701,openai/gpt-4.1-nano,detailed,0.0,В какие годы производилась бас-мандолина Гибсон Мандо-бас Фирмой Гибсон ?,С 1912 по 1930 годы.,с 1912 по 1930 годы,1.022871971130371,19,1,1.0,54.75182535069452,0.9348396
27575,openai/gpt-4.1-nano,detailed,0.0,В чем роль специалиста по связям с общественность?,в коммуникации с массовой аудиторией различными способами,коммуникация,1.6325712203979492,12,0,0.0,0.0,0.64118016
15585,openai/gpt-4.1-nano,detailed,0.0,Чем являлась Новая Рейнская газета для К. Маркса и Ф. Энгельса?,Партийной прессой.,средство для борьбы,1.2311365604400637,19,0,0.0,0.0,0.32865438
41428,openai/gpt-4.1-nano,detailed,0.0,"На сколько процентов объём отгруженных товаров собственного производства, выполненных работ и услуг по крупным и средним промышленным предприятиям в 2010 году больше, чем в 2009 году?","На 26,1 процента больше.","26,1 процента",1.0587310791015625,13,0,0.8571428571428571,22.31301601484299,0.92557245
63271,openai/gpt-4.1-nano,detailed,0.0,Сколько лет происходит развитие мозговой массы?,до 20 лет.,до 20 лет,1.4743614196777344,9,1,1.0,71.65313105737896,0.9861232
