id,model,variant,temperature,question,reference,prediction,latency,pred_len
48941,openai/gpt-4.1-nano,fewshot,0.0,Где Дилан навестил Боба?,В психлечебнице,психлечебница,0.6497859954833984,13
22331,openai/gpt-4.1-nano,fewshot,0.0,Какими были отношения Бунина и Ходасевича до переезда во Францию?,поверхностными,поверхностными,0.7178857326507568,14
49,openai/gpt-4.1-nano,fewshot,0.0,Какую температуру пламени может достигать ацетилен при сгорании в кислороде?,3150 °C,3150 °C,0.5742497444152832,7
31677,openai/gpt-4.1-nano,fewshot,0.0,Чем оно дополняется?,Творческой самобытностью художника,творческой самобытностью,0.6513545513153076,24
16005,openai/gpt-4.1-nano,fewshot,0.0,Как звучало первое письменное упоминание названия чешского языка на латинском языке?,lingua Sclavonica,lingua Sclavonica,0.5985221862792969,17
55523,openai/gpt-4.1-nano,fewshot,0.0,Что такое конвекция?,Перенос тепла теплопроводностью.,перенос тепла,0.736865758895874,13
11530,openai/gpt-4.1-nano,fewshot,0.0,Во сколько раз увеличился капитал в 1914 году?,в шесть раз,шесть,0.5144157409667969,5
42356,openai/gpt-4.1-nano,fewshot,0.0,Кем представлены головоногие?,примитивными наутилоидами,наутилоидеи,0.5507783889770508,11
33481,openai/gpt-4.1-nano,fewshot,0.0,Какую шерсть перерабптывают По аппаратной системе прядения,короткую шерсть,короткую,0.6734893321990967,8
29396,openai/gpt-4.1-nano,fewshot,0.0,Какова длина микровиллей?,2/3 длины жгутика,2/3 длины жгутика,0.6307432651519775,17
69135,openai/gpt-4.1-nano,fewshot,0.0,"Что, кроме объективной информации, позволяет передавать искусство?","эмоции, настроение, чувства","эмоции, настроение, чувства",1.9373714923858643,27
68109,openai/gpt-4.1-nano,fewshot,0.0,"Для чего Ивану Грозному нужна была крепость, сооруженная разборно-сборным способом?",в качестве опорной базы перед походом на Казань,опорная база,0.5581321716308594,12
3010,openai/gpt-4.1-nano,fewshot,0.0,Что нужно было сделать нацистскому правительству после упразднения профсоюзов?,облегчить рабочие условия и улучшить индустриальные отношения,Облегчить рабочие условия и улучшить индустриальные отношения,0.6582279205322266,61
32818,openai/gpt-4.1-nano,fewshot,0.0,Что такое метромост?,"мост, по которому проходит линия метрополитена.",мост,0.6909334659576416,4
10831,openai/gpt-4.1-nano,fewshot,0.0,Где всё чаще требуется понимание функций мозга?,"в психологической теории и практике, особенно в области искусственного интеллекта, нейропсихологии, и когнитивной нейробиологии.",в психологической теории и практике,0.741938591003418,35
80738,openai/gpt-4.1-nano,fewshot,0.0,Какие народы оказали влияние на этногенез финикийцев?,индоевропейские народы моря,индоевропейские народы моря,0.566429615020752,27
79771,openai/gpt-4.1-nano,fewshot,0.0,На сколько данный вид морозоустойчив?,выдерживает понижения температуры до −20 °С,−20 °С,0.6616230010986328,6
7669,openai/gpt-4.1-nano,fewshot,0.0,От чего не зависит или слабо зависит скорость накопления мутаций в данном гене?,от действия естественного отбора,естественный отбор,0.7167394161224365,18
65759,openai/gpt-4.1-nano,fewshot,0.0,Как часто одиночные осы-бембексы приносят своим личинкам по несколько убитых мух?,ежедневно,ежедневно,0.7180085182189941,9
8218,openai/gpt-4.1-nano,fewshot,0.0,Когда происходит устойчивое залегание снежного покрова в Гомеле?,с 20 декабря по 15 марта,с 20 декабря по 15 марта,0.6990587711334229,24
45169,openai/gpt-4.1-nano,fewshot,0.0,От пожеланий кого на практике зависит исполнение требований нормативов по оборудованию подземных метрополитенов,заказчика,заказчика,0.6316013336181641,9
50269,openai/gpt-4.1-nano,fewshot,0.0,"в какое время Федеральный резервный банк Бостона, в рамках Федеральной резервной системы, способствует ценовой стабильности и устойчивого экономического роста в Новой Англии и нации?",В настоящее время,в настоящее время,1.1290428638458252,17
82234,openai/gpt-4.1-nano,fewshot,0.0,Что помимо громадного научного и исторического значения имеет наследие Леонардо да Винчи?,художественную ценность,художественную ценность,0.7141478061676025,23
3717,openai/gpt-4.1-nano,fewshot,0.0,Кто выступает в поддержку фискальной политики?,представители кейнсианской мысли,нет ответа,0.569782018661499,10
35675,openai/gpt-4.1-nano,fewshot,0.0,"Какой окончательный итог подводят следователи, если видят противоположное направление в положении тела и веревки?",имело место убийство,убийство,0.6584336757659912,8
23933,openai/gpt-4.1-nano,fewshot,0.0,Сколько лет назад вымерли животные из ряда характерных для плейстоценовой фауны родов?,10—12 тыс. лет назад,10—12 тыс. лет,0.5555722713470459,14
